Object ID,Name,Class,Parent,Centroid X µm,Centroid Y µm
526cc6e4-be1a-46d5-b546-ee9d6ad10f03,PathCellObject,,Tumor,75.85,7.165
afe2e06a-c98b-4e54-9508-2dfed61a5288,PathCellObject,,Tumor,672.31,10.93
d54bb582-bfbb-4ed0-bc86-3620568b9261,PathCellObject,,Tumor,495.56,13
8f974f5a-e843-465b-b32e-1aa9adf937e4,PathCellObject,,Tumor,512.39,15.64
1bb3d052-2c71-4a0f-bdcc-5ebd1649b9dc,PathCellObject,,Tumor,242.35,18.47
a87e2c74-a10a-4ef6-80de-62589deeed78,PathCellObject,,Tumor,573.43,19.16
7ea82383-ba06-40fc-b592-3fc533bbcdb0,PathCellObject,,Tumor,214.3,25.92
47484beb-a490-4235-af74-6cc501df3724,PathCellObject,,Tumor,622.1,27.01
f2473c61-a675-4f66-8e74-1d1e970f87ca,PathCellObject,,Tumor,246.25,27.82
1a55cd13-702b-41d5-84b9-dac20e595423,PathCellObject,,Tumor,568.96,29.19
6ee8cdf1-7bd0-4da8-9a29-407081331b47,Target: CD68,Target: CD68,Tumor,255.29,27.89
fd5c8e73-d970-48fe-8f84-6207472df06c,PathCellObject,,Tumor,611.35,29.88
9a097de9-9e1f-4c3a-8a8f-bbeb6f495f88,PathCellObject,,Tumor,379.8,29.7
b2f422d4-26fb-4549-aae3-6bd2af677239,PathCellObject,,Tumor,589.52,27.56
c0c46a78-86aa-4e5a-8929-24819c6fd34f,PathCellObject,,Tumor,129.26,30.85
45c1ac19-cc19-4d70-a7c7-985bca540060,PathCellObject,,Tumor,354.43,30.28
af56d6b8-cb4e-4e3e-be0d-0a17f36043d8,PathCellObject,,Tumor,391.02,36.22
fc6e1df8-ba58-494d-96a0-64162e15daa9,PathCellObject,,Tumor,252.4,37.16
18298144-5d06-4cbf-962f-1b5ddc2c4cfc,PathCellObject,,Tumor,587.74,37.45
9aa03f65-8962-426b-b729-338c0a59ddc3,PathCellObject,,Tumor,659.08,39.62
