Name,Class,Parent,Centroid X µm,Centroid Y µm
Target: CD20,Target: CD20,Other,645.14,411.65
Target: CD20: CD68,Target: CD20: CD68,Other,2.579,411.95
PathCellObject,,Other,273.57,409.88
PathCellObject,,Other,250.04,409.69
PathCellObject,,Other,78.85,413.28
Target: CD20,Target: CD20,Other,242.1,411.9
Target: CD20,Target: CD20,Other,430.6,410.54
PathCellObject,,Other,163.75,414.35
Target: CD68,Target: CD68,Other,129.49,413.97
Target: CD20,Target: CD20,Other,350.68,415.77
Target: CD20,Target: CD20,Other,465.99,413.08
PathCellObject,,Other,548.61,414.55
Target: CD68,Target: CD68,Other,121.7,415.65
PathCellObject,,Other,148.73,416.71
Target: CD20: CD8,Target: CD20: CD8,Other,607.96,416.41
PathCellObject,,Other,231.61,418.25
Target: CD20: CD3: CD4: CD8,Target: CD20: CD3: CD4: CD8,Other,448.83,414.25
Target: CD20,Target: CD20,Other,457.86,413.72
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,651.13,413.37
Target: CD3: CD8,Target: CD3: CD8,Other,91.93,413.45
Target: CD20: CD3: CD4: CD8,Target: CD20: CD3: CD4: CD8,Other,438.47,413.91
Target: CD20,Target: CD20,Other,624.27,414.09
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,426.87,414.69
PathCellObject,,Other,537.41,412.98
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,663.09,414.76
Target: CD20,Target: CD20,Other,13.66,415.69
PathCellObject,,Other,264.52,415.7
PathCellObject,,Other,399.34,417.22
Target: CD20: CD3,Target: CD20: CD3,Other,419.49,416.44
PathCellObject,,Other,591.78,419.22
Target: CD20: CD8,Target: CD20: CD8,Other,633.64,416.03
Target: CD20,Target: CD20,Other,640.05,416.89
Target: CD68,Target: CD68,Other,137.23,417.03
PathCellObject,,Other,289.9,418.91
PathCellObject,,Other,71.27,419.82
PathCellObject,,Other,87.03,421.59
PathCellObject,,Other,241.43,420.92
Target: CD20,Target: CD20,Other,38.24,419.52
PathCellObject,,Other,97.06,420.27
Target: CD20: CD68: CD3: CD8,Target: CD20: CD68: CD3: CD8,Other,433.38,421.6
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,441.2,419.34
Target: CD20: CD68: CD4,Target: CD20: CD68: CD4,Other,3.678,421.34
Target: CD20,Target: CD20,Other,413.19,418.01
Target: CD20: CD68,Target: CD20: CD68,Other,28.81,418.66
Target: CD20: CD3,Target: CD20: CD3,Other,407.81,421.04
Target: CD20: CD8,Target: CD20: CD8,Other,451.17,421.53
Target: CD20,Target: CD20,Other,460.78,422.96
PathCellObject,,Other,535.85,425.1
Target: CD20: CD3: CD4: CD8,Target: CD20: CD3: CD4: CD8,Other,654.84,423.15
Target: CD8,Target: CD8,Other,57.26,422.05
Target: CD20,Target: CD20,Other,794.69,420.43
PathCellObject,,Other,326.97,422.51
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,627.8,422.31
PathCellObject,,Other,127.24,423.35
PathCellObject,,Other,268.17,423.86
Target: CD3: CD4,Target: CD3: CD4,Other,470.75,420.42
PathCellObject,,Other,673.4,422.68
Target: CD20: CD3: CD4: CD8,Target: CD20: CD3: CD4: CD8,Other,426.09,422.34
PathCellObject,,Other,780.66,423.89
Target: CD20,Target: CD20,Other,21.32,424.25
Target: CD20: CD68: CD3: CD4,Target: CD20: CD68: CD3: CD4,Other,417.35,425.46
Target: CD8,Target: CD8,Other,66.5,425.76
Target: CD20: CD68: CD4,Target: CD20: CD68: CD4,Other,664.55,429.64
Target: CD20: CD68: CD4,Target: CD20: CD68: CD4,Other,8.292,427.67
Target: CD20,Target: CD20,Other,46.95,426.43
Target: CD20: CD68,Target: CD20: CD68,Other,29.19,426.8
Target: CD20: CD68: CD3: CD4: CD8,Target: CD20: CD68: CD3: CD4: CD8,Other,441.45,426.07
PathCellObject,,Other,107.66,426.6
PathCellObject,,Other,174.47,426.28
Target: CD20,Target: CD20,Other,469.7,430.42
Target: CD20,Target: CD20,Other,636.1,426.73
PathCellObject,,Other,82.08,430.59
PathCellObject,,Other,253.01,428.11
PathCellObject,,Other,387.12,429.29
Target: CD20: CD4,Target: CD20: CD4,Other,400.9,430.51
Target: CD20: CD68: CD3: CD8,Target: CD20: CD68: CD3: CD8,Other,425.69,428.05
PathCellObject,,Other,677.74,433.32
Target: CD20: CD8,Target: CD20: CD8,Other,433.79,430.52
PathCellObject,,Other,553.3,429.01
Target: CD20,Target: CD20,Other,643.49,430.9
PathCellObject,,Other,687.6,430.46
Target: CD20: CD68: CD4,Target: CD20: CD68: CD4,Other,16.03,430.92
PathCellObject,,Other,72.29,429.63
Target: CD20,Target: CD20,Other,479.28,428.11
PathCellObject,,Other,350.54,432.29
Target: CD20: CD3,Target: CD20: CD3,Other,409.98,431.88
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,444.68,429.93
PathCellObject,,Other,92.45,433.41
Target: CD20,Target: CD20,Other,453.33,429.94
PathCellObject,,Other,627.77,431.93
Target: CD20: CD68: CD3,Target: CD20: CD68: CD3,Other,31.98,433.15
Target: CD20,Target: CD20,Other,40.52,432.46
PathCellObject,,Other,141.03,432.35
PathCellObject,,Other,243.49,432.66
Target: CD20,Target: CD20,Other,655.87,438.4
Target: CD20: CD68: CD8,Target: CD20: CD68: CD8,Other,426.43,434.21
Target: CD20,Target: CD20,Other,462.58,433.77
PathCellObject,,Other,545.84,435.24
Target: CD20: CD68: CD8,Target: CD20: CD68: CD8,Other,24.78,436.57
Target: CD20: CD68: CD4,Target: CD20: CD68: CD4,Other,418.23,433.22
Target: CD8,Target: CD8,Other,794.81,434.32
PathCellObject,,Other,171.85,436.84
PathCellObject,,Other,236.64,435.74
PathCellObject,,Other,361.94,436.28
PathCellObject,,Other,74.24,438.61
PathCellObject,,Other,149.11,435.01
Target: CD20: CD8,Target: CD20: CD8,Other,447.04,436.61
Target: CD20: CD8,Target: CD20: CD8,Other,456.88,437
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,480.47,436.52
PathCellObject,,Other,52.95,438.7
PathCellObject,,Other,126.95,436.59
PathCellObject,,Other,776.97,439.5
Target: CD68: CD4,Target: CD68: CD4,Other,13.16,440.63
PathCellObject,,Other,179.66,440.05
Target: CD20: CD4,Target: CD20: CD4,Other,431.65,438.82
Target: CD20,Target: CD20,Other,38.63,440.04
Target: CD4: CD8,Target: CD4: CD8,Other,372.34,438.29
Target: CD20,Target: CD20,Other,439.58,437.77
Target: CD20,Target: CD20,Other,407.38,439.89
PathCellObject,,Other,156.24,440.23
Target: CD20: CD68: CD4,Target: CD20: CD68: CD4,Other,421.8,440.35
PathCellObject,,Other,559.97,438.22
PathCellObject,,Other,226.95,441.37
Target: CD20: CD3: CD4: CD8,Target: CD20: CD3: CD4: CD8,Other,385.56,439.96
Target: CD20,Target: CD20,Other,468.21,440.09
Target: CD8,Target: CD8,Other,486.55,442.8
Target: CD20,Target: CD20,Other,549.62,443.61
PathCellObject,,Other,624.88,443.63
PathCellObject,,Other,698.47,446.44
PathCellObject,,Other,235.68,449.48
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,415.8,444.74
PathCellObject,,Other,146.79,448.39
Target: CD20: CD8,Target: CD20: CD8,Other,453.98,445.49
Target: CD20,Target: CD20,Other,441.89,447.21
Target: CD20,Target: CD20,Other,565.59,444.63
PathCellObject,,Other,609.61,443.53
PathCellObject,,Other,650.04,449.07
PathCellObject,,Other,166.71,446
PathCellObject,,Other,268.7,443.21
Target: CD20: CD8,Target: CD20: CD8,Other,475,446.87
Target: CD68: CD3: CD8,Target: CD68: CD3: CD8,Other,377.78,445.99
Target: CD20,Target: CD20,Other,400.17,445.3
Target: CD68: CD4,Target: CD68: CD4,Other,791.88,445.41
Target: CD4: CD8,Target: CD4: CD8,Other,3.757,445.47
Target: CD20,Target: CD20,Other,36.52,448.79
PathCellObject,,Other,250.66,447.11
Target: CD68: CD4,Target: CD68: CD4,Other,366.75,446.55
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,429.67,446.79
Target: CD20: CD68,Target: CD20: CD68,Other,464.47,449.46
Target: CD20,Target: CD20,Other,681.97,446.17
PathCellObject,,Other,124.07,447.22
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,666,449.12
Target: CD20: CD8,Target: CD20: CD8,Other,407.87,448.22
Target: CD20: CD68: CD3: CD4: CD8,Target: CD20: CD68: CD3: CD4: CD8,Other,393.72,448.07
Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Other,77.48,448.28
PathCellObject,,Other,133.26,447.11
Target: CD20: CD3: CD4: CD8,Target: CD20: CD3: CD4: CD8,Other,384.93,450.44
Target: CD20,Target: CD20,Other,673.9,448.01
Target: CD20,Target: CD20,Other,19.54,450.63
PathCellObject,,Other,636.7,451.46
PathCellObject,,Other,222.77,455.13
Target: CD20: CD68,Target: CD20: CD68,Other,10.76,452.47
PathCellObject,,Other,140.53,451.96
PathCellObject,,Other,267.5,450.73
PathCellObject,,Other,350.01,452.3
Target: CD20: CD68: CD3: CD8,Target: CD20: CD68: CD3: CD8,Other,358.14,452.77
PathCellObject,,Other,97.09,450.57
PathCellObject,,Other,155.86,452.66
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,418.95,453.45
PathCellObject,,Other,787.93,453.68
Target: CD68,Target: CD68,Other,795.8,456.15
Target: CD68,Target: CD68,Other,71.06,453.04
PathCellObject,,Other,86.99,456.24
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,410.06,455.22
Target: CD20,Target: CD20,Other,428.71,456.5
Target: CD20: CD68,Target: CD20: CD68,Other,27.09,454.61
Target: CD20,Target: CD20,Other,689.42,453.99
PathCellObject,,Other,169.13,454.81
PathCellObject,,Other,271.69,457.68
Target: CD20: CD68: CD8,Target: CD20: CD68: CD8,Other,370.09,454.61
PathCellObject,,Other,258.38,456.64
Target: CD20,Target: CD20,Other,681.16,457.35
PathCellObject,,Other,284.87,454.46
Target: CD20: CD4,Target: CD20: CD4,Other,400.85,458.23
PathCellObject,,Other,126.35,455.6
Target: CD20,Target: CD20,Other,458.66,457.19
PathCellObject,,Other,696.82,456.24
Target: CD20: CD68,Target: CD20: CD68,Other,6.72,458.95
PathCellObject,,Other,62.21,455.24
PathCellObject,,Other,247.77,459.04
PathCellObject,,Other,607.06,456.45
PathCellObject,,Other,713.62,455.49
PathCellObject,,Other,96.87,459.05
PathCellObject,,Other,161.01,459.47
Target: CD20: CD3,Target: CD20: CD3,Other,670.98,458.17
Target: CD20: CD68: CD4: CD8,Target: CD20: CD68: CD4: CD8,Other,389.42,461.62
PathCellObject,,Other,118.85,460.81
PathCellObject,,Other,135.48,459.97
PathCellObject,,Other,321.76,460.82
PathCellObject,,Other,540.06,457.41
PathCellObject,,Other,721.62,459.76
Target: CD68: CD8,Target: CD68: CD8,Other,363.66,462.51
PathCellObject,,Other,596.6,460.18
Target: CD20: CD68: CD4,Target: CD20: CD68: CD4,Other,78.04,462.94
Target: CD68,Target: CD68,Other,704.57,463.88
Target: CD20,Target: CD20,Other,19.75,462.11
PathCellObject,,Other,103.99,464.04
PathCellObject,,Other,548.72,465.66
PathCellObject,,Other,754.13,461.26
PathCellObject,,Other,59.72,463.27
PathCellObject,,Other,412.88,467.26
PathCellObject,,Other,585.2,461.54
PathCellObject,,Other,779.6,462.68
PathCellObject,,Other,379.58,462.24
Target: CD20,Target: CD20,Other,676.29,462.1
Target: CD20,Target: CD20,Other,32.04,464.64
Target: CD20: CD4,Target: CD20: CD4,Other,50.46,464.74
PathCellObject,,Other,345.06,463.86
PathCellObject,,Other,167.68,471.16
Target: CD20,Target: CD20,Other,694.32,466.72
Target: CD20: CD8,Target: CD20: CD8,Other,4.587,466.1
PathCellObject,,Other,261.12,467.65
Target: CD20,Target: CD20,Other,794.57,466.9
Target: CD3: CD4,Target: CD3: CD4,Other,66.04,468.18
PathCellObject,,Other,144.13,466.22
Target: CD20,Target: CD20,Other,372.44,466.11
PathCellObject,,Other,574.24,465.15
PathCellObject,,Other,313.27,470.11
Target: CD8,Target: CD8,Other,291.19,466.69
PathCellObject,,Other,536.13,468.07
PathCellObject,,Other,659.08,469.76
Target: CD20,Target: CD20,Other,675.8,468.97
PathCellObject,,Other,132.75,470.6
Target: CD20,Target: CD20,Other,399.98,469.18
PathCellObject,,Other,561.26,467.05
PathCellObject,,Other,764.51,466.81
PathCellObject,,Other,221.39,471.19
PathCellObject,,Other,595.43,475.93
PathCellObject,,Other,609.4,468.58
PathCellObject,,Other,747.87,468.57
Target: CD20,Target: CD20,Other,19.88,469.72
PathCellObject,,Other,93.64,471.3
PathCellObject,,Other,122.57,471.69
PathCellObject,,Other,206.78,470.16
PathCellObject,,Other,381.29,472.89
PathCellObject,,Other,466.75,472.51
PathCellObject,,Other,712.13,471.92
PathCellObject,,Other,151.14,472.9
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,2.715,472.63
PathCellObject,,Other,736.19,470.51
PathCellObject,,Other,775.77,472.69
Target: CD20: CD68,Target: CD20: CD68,Other,28.24,473.49
PathCellObject,,Other,299.34,475.8
Target: CD20: CD3,Target: CD20: CD3,Other,11.93,473.15
PathCellObject,,Other,306.07,472.96
PathCellObject,,Other,388.8,474.4
Target: CD20,Target: CD20,Other,690.95,473.47
Target: CD20: CD8,Target: CD20: CD8,Other,724.75,473.88
Target: CD3: CD8,Target: CD3: CD8,Other,768.23,475.21
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,40.57,476.33
PathCellObject,,Other,365.64,475.29
PathCellObject,,Other,564.86,474.94
Target: CD20,Target: CD20,Other,681.31,474.96
PathCellObject,,Other,194.57,474.46
Target: CD20: CD4,Target: CD20: CD4,Other,393.88,475.9
PathCellObject,,Other,794.56,476.3
Target: CD20,Target: CD20,Other,747.95,476.29
Target: CD8,Target: CD8,Other,337.68,476.56
Target: CD20,Target: CD20,Other,20.15,477.68
PathCellObject,,Other,138.07,477.83
Target: CD20,Target: CD20,Other,540.14,476.63
Target: CD20: CD4,Target: CD20: CD4,Other,757.98,477.9
PathCellObject,,Other,241.38,480.29
PathCellObject,,Other,572.79,479.52
PathCellObject,,Other,399.57,480.79
Target: CD20: CD68: CD3: CD4,Target: CD20: CD68: CD3: CD4,Other,54.19,477.58
Target: CD20,Target: CD20,Other,64.26,478.76
Target: CD20,Target: CD20,Other,738.87,479.32
Target: CD20,Target: CD20,Other,80.39,479.42
PathCellObject,,Other,345.78,482.91
Target: CD20: CD3,Target: CD20: CD3,Other,6.085,482.13
PathCellObject,,Other,189.25,482.59
Target: CD20,Target: CD20,Other,691.25,481.99
Target: CD20: CD68: CD3: CD8,Target: CD20: CD68: CD3: CD8,Other,27.41,482.06
PathCellObject,,Other,430.43,482.52
PathCellObject,,Other,457.73,481.56
PathCellObject,,Other,97.21,483.49
Target: CD8,Target: CD8,Other,126.79,483.48
PathCellObject,,Other,269.05,483.34
Target: CD20,Target: CD20,Other,746.38,482.06
Target: CD4,Target: CD4,Other,288.69,480.47
PathCellObject,,Other,681.81,483.75
Target: CD8,Target: CD8,Other,144.3,485.51
PathCellObject,,Other,441.61,482.6
Target: CD20,Target: CD20,Other,701.38,483.05
Target: CD20,Target: CD20,Other,794.5,485.16
PathCellObject,,Other,356.27,486.92
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,539.83,483.32
Target: CD20,Target: CD20,Other,16.5,486.03
Target: CD20: CD68: CD3: CD4,Target: CD20: CD68: CD3: CD4,Other,52.1,485.71
Target: CD68,Target: CD68,Other,282.36,482.69
PathCellObject,,Other,526.12,482.02
PathCellObject,,Other,135.82,486.76
PathCellObject,,Other,154.93,487.19
PathCellObject,,Other,206.58,484.22
PathCellObject,,Other,473.11,487.07
Target: CD20,Target: CD20,Other,737.5,486.37
Target: CD8,Target: CD8,Other,766.19,486.24
Target: CD20: CD3,Target: CD20: CD3,Other,533.35,488.8
PathCellObject,,Other,724.78,486.55
Target: CD20,Target: CD20,Other,34.84,486.91
Target: CD20: CD68: CD4,Target: CD20: CD68: CD4,Other,63.74,487.31
PathCellObject,,Other,450.78,487.57
Target: CD20,Target: CD20,Other,2.029,489.23
Target: CD68,Target: CD68,Other,279.29,489.33
PathCellObject,,Other,520.26,489.18
Target: CD20,Target: CD20,Other,606.1,488.19
Target: CD4,Target: CD4,Other,293.94,488.83
Target: CD20: CD68: CD3: CD4,Target: CD20: CD68: CD3: CD4,Other,751.85,487.5
PathCellObject,,Other,774.18,489.51
PathCellObject,,Other,166.62,490.11
PathCellObject,,Other,398.28,491.17
Target: CD20,Target: CD20,Other,691.58,489.48
Target: CD20,Target: CD20,Other,744.78,491.41
Target: CD20,Target: CD20,Other,25.53,491.95
Target: CD68,Target: CD68,Other,553.3,489.73
PathCellObject,,Other,566.18,494.55
Target: CD3,Target: CD3,Other,458.79,492.83
Target: CD20,Target: CD20,Other,542.67,491.46
Target: CD20: CD68,Target: CD20: CD68,Other,71.14,491.45
Target: CD20: CD68: CD4,Target: CD20: CD68: CD4,Other,81.22,493.53
PathCellObject,,Other,236.77,493.67
Target: CD20: CD68: CD4,Target: CD20: CD68: CD4,Other,48.78,493.01
Target: CD20,Target: CD20,Other,90.69,492.58
Target: CD20,Target: CD20,Other,794.52,493.02
Target: CD20,Target: CD20,Other,700.3,492.77
Target: CD20,Target: CD20,Other,8.244,492.13
PathCellObject,,Other,192.47,494.91
PathCellObject,,Other,219.81,493.86
PathCellObject,,Other,365.19,495.73
PathCellObject,,Other,445.84,494.78
Target: CD20: CD68: CD4,Target: CD20: CD68: CD4,Other,758.43,491.19
PathCellObject,,Other,119.99,495.41
PathCellObject,,Other,285.94,493.57
PathCellObject,,Other,207.52,495.56
Target: CD20: CD68,Target: CD20: CD68,Other,36.03,495.1
Target: CD20,Target: CD20,Other,42.13,493.18
PathCellObject,,Other,99.05,497.78
PathCellObject,,Other,268.03,495.38
PathCellObject,,Other,512.6,494.19
PathCellObject,,Other,526.28,495.06
Target: CD20: CD68: CD4,Target: CD20: CD68: CD4,Other,60.49,496.36
Target: CD20,Target: CD20,Other,603.97,495.15
Target: CD68,Target: CD68,Other,686.38,495.85
PathCellObject,,Other,143.57,496.19
Target: CD20,Target: CD20,Other,390.96,496.77
PathCellObject,,Other,781.03,496.98
Target: CD68,Target: CD68,Other,278.53,496.79
PathCellObject,,Other,421.08,496.34
PathCellObject,,Other,15.49,498.06
PathCellObject,,Other,471.83,497.75
PathCellObject,,Other,253.4,499.18
Target: CD20,Target: CD20,Other,693.67,496.01
Target: CD20: CD68: CD3: CD4: CD8,Target: CD20: CD68: CD3: CD4: CD8,Other,756.11,498.29
Target: CD20,Target: CD20,Other,28.7,498.66
PathCellObject,,Other,177.9,498.62
PathCellObject,,Other,293.03,499.2
PathCellObject,,Other,707.87,499.82
Target: CD20,Target: CD20,Other,3.5,498.95
PathCellObject,,Other,135.03,499.97
PathCellObject,,Other,677.99,499.13
PathCellObject,,Other,794.28,499.6
PathCellObject,,Other,283.02,501.16
Target: CD20: CD68: CD4,Target: CD20: CD68: CD4,Other,47.68,502.49
Target: CD20: CD68: CD4,Target: CD20: CD68: CD4,Other,71.63,502.04
PathCellObject,,Other,379.61,500.49
Target: CD20,Target: CD20,Other,600.4,501.51
Target: CD68,Target: CD68,Other,695.58,503.3
Target: CD20: CD8,Target: CD20: CD8,Other,39.59,501.51
PathCellObject,,Other,550.3,502.98
Target: CD20,Target: CD20,Other,356.52,502.33
Target: CD3,Target: CD3,Other,761.39,503.67
PathCellObject,,Other,770.23,501.23
PathCellObject,,Other,106.35,506.84
PathCellObject,,Other,201.21,503.52
PathCellObject,,Other,272.89,505.24
PathCellObject,,Other,672.12,503.06
Target: CD20,Target: CD20,Other,10.13,504.63
PathCellObject,,Other,344.19,502.39
PathCellObject,,Other,396.46,507.71
PathCellObject,,Other,505.47,505.79
Target: CD68,Target: CD68,Other,479.12,504.92
PathCellObject,,Other,492.11,505.39
Target: CD3,Target: CD3,Other,685.39,505.34
Target: CD20,Target: CD20,Other,795.34,506.79
Target: CD20: CD68,Target: CD20: CD68,Other,26.25,506.54
PathCellObject,,Other,191.51,507.73
Target: CD20,Target: CD20,Other,35.9,506.6
Target: CD20: CD8,Target: CD20: CD8,Other,54.58,507.27
Target: CD20,Target: CD20,Other,287.12,506.91
Target: CD20,Target: CD20,Other,3.924,507.6
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,83.23,508.48
PathCellObject,,Other,662.09,508.54
Target: CD20,Target: CD20,Other,73.17,509.25
PathCellObject,,Other,131.19,509.7
PathCellObject,,Other,770.21,509.69
Target: CD20: CD68,Target: CD20: CD68,Other,362.81,509.5
Target: CD20,Target: CD20,Other,584.42,507.37
PathCellObject,,Other,209.76,509.8
Target: CD68,Target: CD68,Other,381.28,511.47
PathCellObject,,Other,229.9,510.46
PathCellObject,,Other,253.95,512.04
PathCellObject,,Other,343.42,513.77
PathCellObject,,Other,202.82,514.08
Target: CD3: CD8,Target: CD3: CD8,Other,568.82,510.04
Target: CD20,Target: CD20,Other,687.12,511.98
Target: CD20,Target: CD20,Other,91.95,513.92
Target: CD20,Target: CD20,Other,288.25,513.47
Target: CD68,Target: CD68,Other,697.12,513.18
Target: CD20,Target: CD20,Other,12.96,513.13
Target: CD20,Target: CD20,Other,47.28,517.61
Target: CD20: CD3: CD4: FoxP3,Target: CD20: CD3: CD4: FoxP3,Other,479.8,513.98
Target: CD20,Target: CD20,Other,790.63,514.05
Target: CD68,Target: CD68,Other,37.04,514.29
Target: CD20,Target: CD20,Other,145,513
PathCellObject,,Other,168.54,514.8
PathCellObject,,Other,263.73,512.27
Target: CD68,Target: CD68,Other,374.97,521.89
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,578.23,515.25
Target: CD68,Target: CD68,Other,675.75,514.74
Target: CD20,Target: CD20,Other,6.075,515.3
Target: CD20,Target: CD20,Other,27.26,513.79
PathCellObject,,Other,122.96,514.55
PathCellObject,,Other,411.36,517.13
Target: CD20,Target: CD20,Other,2.726,519.76
PathCellObject,,Other,20.37,516.03
Target: CD20,Target: CD20,Other,61.24,516.5
PathCellObject,,Other,486.53,524.11
Target: CD20,Target: CD20,Other,594.7,514.7
Target: CD20: CD68,Target: CD20: CD68,Other,355.44,518.19
PathCellObject,,Other,271.34,517.4
PathCellObject,,Other,472.6,522.14
PathCellObject,,Other,101.53,525.52
Target: CD68,Target: CD68,Other,245.31,517.97
PathCellObject,,Other,773.02,519.66
PathCellObject,,Other,73.22,520.69
PathCellObject,,Other,392.15,522.01
PathCellObject,,Other,656.72,519.37
Target: CD20,Target: CD20,Other,363.64,522.29
PathCellObject,,Other,283.08,521.72
Target: CD20,Target: CD20,Other,28.24,521.45
Target: CD68,Target: CD68,Other,255.08,525.73
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,589.52,522.7
Target: CD20,Target: CD20,Other,683.21,520.85
Target: CD20,Target: CD20,Other,690.82,519.86
Target: CD68: CD3,Target: CD68: CD3,Other,16.92,524.63
Target: CD20,Target: CD20,Other,36.32,522.65
PathCellObject,,Other,117.08,522.9
Target: CD8,Target: CD8,Other,697.77,525.17
Target: CD68,Target: CD68,Other,55.59,525.89
Target: CD20,Target: CD20,Other,668.95,523.25
Target: CD20,Target: CD20,Other,42.26,525.56
PathCellObject,,Other,155.29,524.43
PathCellObject,,Other,124.65,528.79
PathCellObject,,Other,271.88,525.79
PathCellObject,,Other,554.17,528.81
Target: CD20: CD68,Target: CD20: CD68,Other,796.56,524.56
PathCellObject,,Other,211.18,526.61
PathCellObject,,Other,497.49,524.87
PathCellObject,,Other,230.11,527.76
Target: CD20,Target: CD20,Other,688.08,526.8
Target: CD20,Target: CD20,Other,660.04,528.69
Target: CD20,Target: CD20,Other,789.99,527.06
PathCellObject,,Other,349.64,527.69
Target: CD20,Target: CD20,Other,676.98,530.36
PathCellObject,,Other,403.93,530.9
Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,Other,29.58,528.88
Target: CD3,Target: CD3,Other,777.27,528.66
PathCellObject,,Other,424.98,531.97
PathCellObject,,Other,183.81,530.6
PathCellObject,,Other,413.85,531.31
Target: CD20,Target: CD20,Other,48.39,533.67
Target: CD68,Target: CD68,Other,63.86,531.14
PathCellObject,,Other,582.15,530.3
PathCellObject,,Other,385.3,533.94
PathCellObject,,Other,269.62,534.93
PathCellObject,,Other,500.66,535.23
PathCellObject,,Other,199.27,535.5
PathCellObject,,Other,573.58,533.03
Target: CD20: CD3: CD4: CD8,Target: CD20: CD3: CD4: CD8,Other,35.65,534.76
PathCellObject,,Other,154.5,537.3
Target: CD8,Target: CD8,Other,782.24,534.85
Target: CD20,Target: CD20,Other,692.25,537.72
Target: CD20: CD68: CD3,Target: CD20: CD68: CD3,Other,19.54,535.99
PathCellObject,,Other,112.77,534.62
PathCellObject,,Other,371.37,538.12
PathCellObject,,Other,478.83,537.15
Target: CD20,Target: CD20,Other,141.52,533.57
PathCellObject,,Other,641.75,533.5
Target: CD20,Target: CD20,Other,667.99,536.28
Target: CD20: CD68,Target: CD20: CD68,Other,657.73,535.48
Target: CD20: CD8,Target: CD20: CD8,Other,793.9,538.11
Target: CD3: CD4: FoxP3,Target: CD3: CD4: FoxP3,Other,417.35,540.31
Target: CD20,Target: CD20,Other,589.28,538.12
PathCellObject,,Other,348.93,537.98
PathCellObject,,Other,391.34,538.46
Target: CD68,Target: CD68,Other,646.55,538.22
PathCellObject,,Other,222.85,539.01
Target: CD20: CD68,Target: CD20: CD68,Other,676.73,539.93
Target: CD20,Target: CD20,Other,142.56,541.85
PathCellObject,,Other,633.73,539.48
Target: CD20: CD3,Target: CD20: CD3,Other,657.64,541.58
Target: CD68,Target: CD68,Other,651.8,540.35
Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Other,27.41,542.27
PathCellObject,,Other,232.92,539.86
PathCellObject,,Other,357.24,540.68
Target: CD20,Target: CD20,Other,663.49,541.56
Target: CD20,Target: CD20,Other,711.57,540.62
PathCellObject,,Other,724.29,539.89
Target: CD20: CD68: CD8,Target: CD20: CD68: CD8,Other,788.02,543.17
Target: CD20,Target: CD20,Other,41.68,541.6
PathCellObject,,Other,259.6,544.52
PathCellObject,,Other,461.67,543.56
Target: CD3,Target: CD3,Other,780.73,543.08
PathCellObject,,Other,66.13,543.56
PathCellObject,,Other,77.44,543.08
PathCellObject,,Other,109.99,545.77
PathCellObject,,Other,240.46,542.47
PathCellObject,,Other,118.5,545.47
PathCellObject,,Other,182,545.85
PathCellObject,,Other,338.85,546.48
PathCellObject,,Other,99.64,547.83
Target: CD20,Target: CD20,Other,226.95,547.62
PathCellObject,,Other,620.68,544.28
Target: CD68: CD3,Target: CD68: CD3,Other,6.044,544.44
Target: CD20: CD68,Target: CD20: CD68,Other,35.03,546.06
Target: CD20: CD4,Target: CD20: CD4,Other,588.86,546.47
PathCellObject,,Other,436.26,545.97
PathCellObject,,Other,392.67,548.38
PathCellObject,,Other,474.9,550.36
PathCellObject,,Other,500.32,547.87
Target: CD20: CD68,Target: CD20: CD68,Other,674.04,547.77
Target: CD20: CD68: CD8,Target: CD20: CD68: CD8,Other,727.84,549.37
PathCellObject,,Other,272.36,548.01
Target: CD68: FoxP3,Target: CD68: FoxP3,Other,410.73,546.91
Target: CD4: CD8,Target: CD4: CD8,Other,425.74,547.16
Target: CD20,Target: CD20,Other,641.62,546.14
Target: CD68,Target: CD68,Other,663.36,548.17
Target: CD68,Target: CD68,Other,796.31,547.75
PathCellObject,,Other,359.84,549.07
Target: CD20,Target: CD20,Other,580.1,548.4
PathCellObject,,Other,237.49,550.06
