Object ID,Name,Class,Parent,Centroid X µm,Centroid Y µm
aae6146c-b36e-42c0-93ee-76b95ba397c6,Target: CD20,Target: CD20,Tumor,542.36,1.762
25d53279-5b23-4713-910a-47f31fe70e75,PathCellObject,,Tumor,336.38,4.814
eaf2b7b4-178d-4e9e-aa42-40168cf1d967,PathCellObject,,Tumor,435.9,4.394
862af57f-5785-4da6-b380-b334553ef773,PathCellObject,,Tumor,449.87,3.181
4638dd78-5627-46d9-9591-693b64538412,PathCellObject,,Tumor,736.36,3.017
ec6e63a1-0d8e-40cc-969a-456fc78ca3a3,PathCellObject,,Tumor,747.21,5.44
df559211-a999-4edf-8cfd-1189918f6611,PathCellObject,,Tumor,169.66,3.765
62a1646f-2a42-4a57-b6cf-a88c6190231c,PathCellObject,,Tumor,179.33,4.955
52081995-075d-4ad6-a2ce-aafec31feccb,PathCellObject,,Tumor,401.43,3.773
601500ce-3fa7-43cb-b27f-429e9b455e3f,PathCellObject,,Tumor,422.68,4.994
45054edd-bdb5-4bdf-8b12-e7604198eb99,Target: CD8,Target: CD8,Tumor,563.9,5.843
43e36777-0f7a-4411-ba55-7dba1c6af2b0,PathCellObject,,Tumor,574.86,8.022
693a45de-68bd-4673-9d6c-f0538f386d3c,Target: CD3: CD8,Target: CD3: CD8,Tumor,614.16,5.73
d76a10fd-2f6d-4afd-b2c0-abdcccb11429,PathCellObject,,Tumor,648.58,7.508
b37460d5-3f2a-4241-9f49-8dccd0c68060,Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,Tumor,769.81,6.699
3ccd1021-6b1d-4489-8ffd-e6163217ac2d,PathCellObject,,Tumor,552.95,8.358
bfd9cdb0-3c95-4e21-a756-526201c0263b,PathCellObject,,Tumor,70.54,9.178
c1425f39-ae99-4a7f-acc0-b1b2392315a6,Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Tumor,541.06,8.615
ef7dd7bb-fd6e-4369-a960-8eced52acd61,PathCellObject,,Tumor,587.16,6.597
28d09cfb-105e-4568-b804-d8096feffb14,PathCellObject,,Tumor,673.89,8.842
6b9b9104-95eb-42ed-9b52-091c8aabf43b,PathCellObject,,Tumor,445.17,13.47
9ff713a4-30d6-4383-84e8-d966ab094869,PathCellObject,,Tumor,659.96,9.459
937f4f6e-f773-4d6c-824a-8df20c125122,PathCellObject,,Tumor,757.69,11.15
f1b4f1f2-6ec3-44a5-a6e4-5e3a76d59186,PathCellObject,,Tumor,130.42,9.538
2d29e6dc-5989-4ee5-98e6-15b774cc6587,PathCellObject,,Tumor,358.65,10.69
c82b647b-7ced-422e-962d-c491e3b16cc5,PathCellObject,,Tumor,396.63,12.66
8e965930-6648-4dc4-b711-2c137e4f5a1a,PathCellObject,,Tumor,622.32,10.75
4a70552d-7cdf-4d10-a98a-2f5d0ec91377,PathCellObject,,Tumor,633.49,9.754
