Object ID,Name,Class,Parent,Centroid X µm,Centroid Y µm
c5da9dce-ba68-4762-a82c-f1c3fc454afa,PathCellObject,,Tumor,70.11,5.844
bbafc1fd-0c29-4b7d-97b9-df9aa87af49c,PathCellObject,,Tumor,100.02,4.866
270c9395-4d2b-440d-9b39-7f5a439657ee,PathCellObject,,Tumor,113.12,3.199
4b1e2ae1-9546-4c75-978e-c38c86eae68b,PathCellObject,,Tumor,142.38,5.38
f71569f8-4436-4257-9571-a7d0c52566bd,PathCellObject,,Tumor,218.49,2.148
64006148-eb6d-4279-a47c-7e07cd58655d,PathCellObject,,Tumor,266.52,5.367
6e67e8cf-2e4d-48a4-88bf-412d714aeb81,PathCellObject,,Tumor,283.17,3.278
bbf3ebdc-fe3b-4576-adcd-ca2c6629adfb,PathCellObject,,Tumor,411.75,4.205
f5e0c508-b2e6-4f8c-be98-7c25cbe3ade9,PathCellObject,,Tumor,441.06,1.849
3c7a67a1-c784-41dc-a48a-abf848dc99ee,PathCellObject,,Tumor,573.04,3.91
de6099ad-e9c1-49b7-a42a-b3f3c4888339,PathCellObject,,Tumor,582.7,6.026
84218142-a88b-4f47-a8a2-a3a4fe1bf733,PathCellObject,,Tumor,601.93,5.927
7f48a1fd-e488-4649-b6f4-4fa8c3b49f5f,PathCellObject,,Tumor,615.45,3.314
c5d23ff0-deae-4c8d-bed0-3ee2c6e7507f,PathCellObject,,Tumor,654.51,3.047
0a2b900c-44f5-42c7-810d-81a7190fe58c,PathCellObject,,Tumor,793.63,3.156
fcb6703c-034c-46f5-9931-71db7541fd3a,PathCellObject,,Tumor,56.84,5.208
265f13db-6587-4fdd-a571-3d510bf0b847,PathCellObject,,Tumor,83.44,6.046
810c3add-2e6d-4cf1-8a5d-ae63425263ba,PathCellObject,,Tumor,192.25,4.986
94904ec0-b105-4cdd-bbc0-a67c676845aa,PathCellObject,,Tumor,253.11,5.747
f0ce660f-52fc-4506-bc32-792334645337,PathCellObject,,Tumor,590.45,6.962
a4217f91-6557-4d26-bb3c-b569b57dfd3b,PathCellObject,,Tumor,642.35,5.104
10d43f4e-ea7c-4c56-8057-efbbf7c34c09,Target: CD68,Target: CD68,Tumor,735.42,6.009
a24b710e-dca4-4ec0-90d7-17a4173f040e,PathCellObject,,Tumor,227.82,5.328
f5394e65-3c45-4f2f-8b14-bb06780e5a07,Target: CD68,Target: CD68,Tumor,744.87,2.503
c113b8d7-62eb-439c-8df1-2ea72e1ae575,PathCellObject,,Tumor,133.93,4.124
844ca533-9a09-4764-836b-6520657f3d23,PathCellObject,,Tumor,484.25,2.789
22f8f6e2-47b0-4cfb-9f90-c9b10e9720e0,Target: CD20,Target: CD20,Tumor,173.41,9.497
090eb2af-0e28-4c69-a43c-6456532c7523,PathCellObject,,Tumor,661.15,10.21
218d4807-eeaa-4305-baf8-58b39447f051,PathCellObject,,Tumor,516.19,5.97
afc6ee0b-74ed-46ac-9d8f-6d1432b879cc,PathCellObject,,Tumor,628.51,5.761
1e5767b0-98a7-4c6d-b37e-8975a6ba8a72,Target: CD4,Target: CD4,Tumor,446.14,7.537
34f18823-66fc-417c-884e-666620e8d7f1,PathCellObject,,Tumor,376.79,8.625
6e137810-61d1-4354-a50f-54605f1fcd6f,PathCellObject,,Tumor,432.39,10.2
52ad714b-3244-46ea-87a5-064f44bb02a1,PathCellObject,,Tumor,541.49,6.132
be6995d3-8c26-49cf-9515-2c210b1b8a2e,PathCellObject,,Tumor,294.52,5.429
ddb5d3e2-dd9a-48fe-9bd6-dc3e1ec71622,PathCellObject,,Tumor,612.09,9.32
321ebedb-9f33-4132-8433-2a8250cb5bcb,Target: CD20: CD3: CD4: CD8,Target: CD20: CD3: CD4: CD8,Tumor,492.09,7.556
95a456b2-14ce-42d5-97c0-4d3d470cdc7d,PathCellObject,,Tumor,216.04,10.18
1e64fc0b-a3ab-4983-a288-2a4bed84095b,PathCellObject,,Tumor,528.04,10.25
b278c56a-e792-4f6c-9715-9771b1db6866,Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,Tumor,749.64,8.143
fdb26a3e-3a44-425e-b241-099eb1b10aa0,PathCellObject,,Tumor,279.27,10.86
edebfb9e-5f0d-44e9-a748-d6642a90f1e1,PathCellObject,,Tumor,401.7,11.02
5d1fe9a0-7e11-43bf-af41-11889cb52c89,Target: CD3: CD8,Target: CD3: CD8,Tumor,480.34,12.68
f64db252-2ea3-42c1-bd76-fac10132dc2a,Target: CD3: CD8,Target: CD3: CD8,Tumor,793.84,11.8
6770efa3-4443-405f-b65d-3485e47ddad2,PathCellObject,,Tumor,152.48,9.073
8ebb77c6-6520-4086-af27-244a35ee04f7,PathCellObject,,Tumor,204.5,11.76
99c8baad-9b64-4bd0-ad95-14dab2d2a09e,PathCellObject,,Tumor,107.94,11.5
3efa416d-2185-4840-ae15-f56f12b07e26,PathCellObject,,Tumor,144.31,16.84
545653e8-fcfa-43da-9c09-3ef5886620a3,PathCellObject,,Tumor,120.1,12.77
21cf0921-ecdb-4de3-a39d-69dbf2e194e1,Target: CD3: CD8,Target: CD3: CD8,Tumor,358.02,12.2
771cf8d2-7042-4564-b470-e50d7eecca81,Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,Tumor,699.46,10.76
fc13a1e1-9a8f-4db4-b1bf-b03504d8960a,Target: CD68: CD3,Target: CD68: CD3,Tumor,729.05,12
6aba4f92-5988-41d6-b531-f3ef1078e70f,PathCellObject,,Tumor,574.63,14.66
e393eb93-a206-4ab1-914e-435fcd1e46da,PathCellObject,,Tumor,245.21,17.04
4858f1cb-2bb4-48c4-9fa6-dc8765af4491,PathCellObject,,Tumor,263.28,16.88
104aecbc-4b4a-4036-8c06-d89e2a9514ea,PathCellObject,,Tumor,293.09,14.64
b924998b-9b73-4dc5-9ee1-ad078b0e976c,PathCellObject,,Tumor,633.59,15.15
13f91b3b-cb26-41de-8030-594cdc9684c4,PathCellObject,,Tumor,673.11,10.95
bd2901f0-8cc9-4c4b-b6a0-86d7c9d6eb3a,PathCellObject,,Tumor,759.58,11.14
bb47b9a8-98ed-4a44-8d90-a6ad5a1701c6,PathCellObject,,Tumor,226.53,13.83
379cc756-5a95-47b9-959e-14de014993be,PathCellObject,,Tumor,534.27,17.14
0a038fb0-ac35-4ac0-89ce-dfa14c3a1c9a,PathCellObject,,Tumor,29.21,15.76
74107753-5851-462e-852d-4787ad821ef4,PathCellObject,,Tumor,133.43,15.75
e070c0c8-9e07-4b8b-b736-eb63f5d055db,PathCellObject,,Tumor,158.9,14.06
dd5f2c3b-ee35-4287-9601-581324244e7c,PathCellObject,,Tumor,167.29,19.2
3dd96015-764b-4a6e-85f7-1c86f2069ace,PathCellObject,,Tumor,234.43,12.98
feabc887-1d51-4a6e-b98b-15825f397771,PathCellObject,,Tumor,543.27,17.41
40efbd20-cfa3-49be-a998-fba281737999,PathCellObject,,Tumor,189.05,17.32
a39f8eb4-cc9f-4fd7-b907-09136bb9b982,PathCellObject,,Tumor,680.02,14.72
061cb8e9-8a9b-4092-bd7d-b3665ba0b513,PathCellObject,,Tumor,644.19,16.61
57a07c55-d589-4502-a3ef-c002c8cf2eaf,PathCellObject,,Tumor,255.26,19.02
468493c6-663a-43ae-bed8-7523818c67ae,PathCellObject,,Tumor,586.16,18.59
f59d8d49-f9b4-46fe-b54a-9d4cb09e4395,PathCellObject,,Tumor,611.79,23.49
a9c467b7-30fc-4941-9d30-f3337a51f99e,Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,Tumor,746.75,17.6
eeade905-6ba1-46e2-83c5-dbe49c197bf6,PathCellObject,,Tumor,603.38,18.55
ca97f592-e72f-467e-bce0-a98d440a0d8e,PathCellObject,,Tumor,350.81,16.32
06a4993f-1bce-4fde-b0a0-c6197d938bac,Target: CD3: CD8,Target: CD3: CD8,Tumor,393.59,19.48
032d6034-003d-4151-8fde-eeda1b64ae74,Target: CD68: CD4,Target: CD68: CD4,Tumor,703.48,19.48
cd05acd7-7064-4712-90dc-a489459437f0,Target: CD20: CD3,Target: CD20: CD3,Tumor,766.36,21.37
0e04b6cd-3e1b-4d2d-8e39-2ccb70b56eb5,PathCellObject,,Tumor,213.37,19.54
c3620fa8-a228-4549-8867-ae3b620f848c,PathCellObject,,Tumor,670.05,21.85
f6c738ef-20c4-4c94-a3e6-21570c5cd73f,PathCellObject,,Tumor,222.24,19.62
4a20e0c0-9c94-4e61-8e27-804c050dd0d4,PathCellObject,,Tumor,690.65,19.07
